,GTEX.111YS,GTEX.1122O,GTEX.1128S,GTEX.117YW,GTEX.11DXX,GTEX.11DXZ,GTEX.11EI6,GTEX.11EMC,GTEX.11EQ9,GTEX.11GSP,GTEX.11I78,GTEX.11LCK,GTEX.11NUK,GTEX.11NV4,GTEX.11O72,GTEX.11OF3,GTEX.11P7K,GTEX.11P81,GTEX.11PRG,GTEX.11TT1,GTEX.11TUW,GTEX.11UD2,GTEX.11WQC,GTEX.11WQK,GTEX.11ZTS,GTEX.11ZTT,GTEX.11ZUS,GTEX.11ZVC,GTEX.1211K,GTEX.1212Z,GTEX.12584,GTEX.12696,GTEX.1269C,GTEX.12KS4,GTEX.12WSD,GTEX.12WSE,GTEX.12WSG,GTEX.12WSH,GTEX.12WSI,GTEX.12WSJ,GTEX.12WSK,GTEX.12WSL,GTEX.12WSN,GTEX.12ZZW,GTEX.13111,GTEX.13113,GTEX.1313W,GTEX.131XE,GTEX.131XF,GTEX.131XH,GTEX.131XW,GTEX.131YS,GTEX.132NY,GTEX.132QS,GTEX.1339X,GTEX.1399S,GTEX.1399U,GTEX.139T6,GTEX.139TT,GTEX.139UW,GTEX.13CF3,GTEX.13FTX,GTEX.13FTY,GTEX.13FTZ,GTEX.13G51,GTEX.13JUV,GTEX.13O61,GTEX.13OVG,GTEX.13OVH,GTEX.13OVJ,GTEX.13OVL,GTEX.13OW6,GTEX.13OW8,GTEX.13PL7,GTEX.13S7M,GTEX.13S86,GTEX.13U4I,GTEX.13VXT,GTEX.13VXU,GTEX.13W3W,GTEX.1477Z,GTEX.147F3,GTEX.147F4,GTEX.147GR,GTEX.147JS,GTEX.148VI,GTEX.148VJ,GTEX.1497J,GTEX.14A6H,GTEX.14ABY,GTEX.14AS3,GTEX.14BIL,GTEX.14BMU,GTEX.14BMV,GTEX.14C39,GTEX.14C5O,GTEX.14DAQ,GTEX.14DAR,GTEX.14E1K,GTEX.14E6C,GTEX.14E6D,GTEX.14E6E,GTEX.14E7W,GTEX.14JG1,GTEX.14JG6,GTEX.14JIY,GTEX.14LLW,GTEX.14LZ3,GTEX.14PHY,GTEX.14PJ4,GTEX.14PJ5,GTEX.14PJM,GTEX.14PJO,GTEX.14PK6,GTEX.14PQA,GTEX.14XAO,GTEX.15CHC,GTEX.15CHR,GTEX.15D1Q,GTEX.15EU6,GTEX.15G1A,GTEX.15RIE,GTEX.15RJ7,GTEX.15RJE,GTEX.15SB6,GTEX.16AAH,GTEX.16MT8,GTEX.16MTA,GTEX.16NGA,GTEX.16XZZ,GTEX.178AV,GTEX.17EVP,GTEX.17EVQ,GTEX.17GQL,GTEX.17HGU,GTEX.17HHE,GTEX.17HII,GTEX.17JCI,GTEX.17KNJ,GTEX.183FY,GTEX.18465,GTEX.18A66,GTEX.18A67,GTEX.18A6Q,GTEX.18A7A,GTEX.18D9A,GTEX.18D9U,GTEX.18QFQ,GTEX.1A32A,GTEX.1A3MV,GTEX.1A8FM,GTEX.1A8G6,GTEX.1AX8Z,GTEX.1AX9I,GTEX.1AX9J,GTEX.1AX9K,GTEX.1AYCT,GTEX.1AYD5,GTEX.1B8KZ,GTEX.1B8L1,GTEX.1B8SF,GTEX.1B932,GTEX.1B933,GTEX.1B97I,GTEX.1B996,GTEX.1BAJH,GTEX.1C4CL,GTEX.1C64O,GTEX.1C6VR,GTEX.1CB4I,GTEX.1CB4J,GTEX.1E1VI,GTEX.1E2YA,GTEX.1EKGG,GTEX.1EMGI,GTEX.1EWIQ,GTEX.1EX96,GTEX.1F48J,GTEX.1F5PK,GTEX.1F6I4,GTEX.1F75W,GTEX.1F7RK,GTEX.1F88F,GTEX.1GF9V,GTEX.1GF9X,GTEX.1GMR2,GTEX.1GMR3,GTEX.1GMR8,GTEX.1GMRU,GTEX.1GN1U,GTEX.1GN1W,GTEX.1GN2E,GTEX.1GN73,GTEX.1GPI7,GTEX.1GTWX,GTEX.1GZ2Q,GTEX.1GZ4H,GTEX.1GZHY,GTEX.1I4MK,GTEX.1I6K7,GTEX.1ICLY,GTEX.1JKYN,GTEX.1JMLX,GTEX.1JMOU,GTEX.1JMPZ,GTEX.1JMQI,GTEX.1JMQJ,GTEX.1JMQL,GTEX.1JN6P,GTEX.1JN76,GTEX.1K2DU,GTEX.1K9T9,GTEX.1KAFJ,GTEX.1KANB,GTEX.1KD4Q,GTEX.1KD5A,GTEX.1KWVE,GTEX.1KXAM,GTEX.1L5NE,GTEX.1LB8K,GTEX.1LC47,GTEX.1LG7Y,GTEX.1LGRB,GTEX.1LSVX,GTEX.1LVAN,GTEX.1LVAO,GTEX.1M4P7,GTEX.1MA7X,GTEX.1MCC2,GTEX.1MGNQ,GTEX.1MJIX,GTEX.1MJK2,GTEX.1N2DW,GTEX.1NSGN,GTEX.1OJC3,GTEX.1OJC4,GTEX.1P4AB,GTEX.1PIIG,GTEX.1PPH7,GTEX.1PWST,GTEX.1QAET,GTEX.1QCLY,GTEX.1QEPI,GTEX.1QMI2,GTEX.1QP29,GTEX.1R9PM,GTEX.1RAZQ,GTEX.1RAZR,GTEX.1RLM8,GTEX.1RQED,GTEX.1S5VW,GTEX.1S82P,GTEX.N7MS,GTEX.N7MT,GTEX.NFK9,GTEX.NPJ8,GTEX.O5YT,GTEX.O5YW,GTEX.OHPL,GTEX.OHPM,GTEX.OIZF,GTEX.OIZH,GTEX.OIZI,GTEX.OOBJ,GTEX.OOBK,GTEX.OXRL,GTEX.OXRO,GTEX.OXRP,GTEX.P44H,GTEX.P4PP,GTEX.P4PQ,GTEX.P4QS,GTEX.P78B,GTEX.PLZ4,GTEX.PLZ5,GTEX.PLZ6,GTEX.POMQ,GTEX.POYW,GTEX.PSDG,GTEX.PVOW,GTEX.PW2O,GTEX.PX3G,GTEX.Q2AG,GTEX.Q2AH,GTEX.Q734,GTEX.QCQG,GTEX.QDT8,GTEX.QDVJ,GTEX.QDVN,GTEX.QEG4,GTEX.QEG5,GTEX.QESD,GTEX.QMR6,GTEX.QMRM,GTEX.QVUS,GTEX.QXCU,GTEX.R3RS,GTEX.R55C,GTEX.R55D,GTEX.R55G,GTEX.REY6,GTEX.RM2N,GTEX.RN64,GTEX.RNOR,GTEX.RTLS,GTEX.RU1J,GTEX.RU72,GTEX.RUSQ,GTEX.RVPV,GTEX.RWS6,GTEX.RWSA,GTEX.S32W,GTEX.S33H,GTEX.S341,GTEX.S7SE,GTEX.SE5C,GTEX.SIU8,GTEX.SJXC,GTEX.SN8G,GTEX.SNOS,GTEX.SUCS,GTEX.T5JC,GTEX.T6MN,GTEX.T6MO,GTEX.T8EM,GTEX.TML8,GTEX.TMMY,GTEX.TSE9,GTEX.U3ZH,GTEX.U3ZN,GTEX.U8T8,GTEX.U8XE,GTEX.UJHI,GTEX.UJMC,GTEX.UPJH,GTEX.UPK5,GTEX.V1D1,GTEX.VJWN,GTEX.VJYA,GTEX.VUSG,GTEX.W5X1,GTEX.WFG7,GTEX.WFG8,GTEX.WFJO,GTEX.WFON,GTEX.WH7G,GTEX.WHPG,GTEX.WHSB,GTEX.WK11,GTEX.WOFM,GTEX.WRHU,GTEX.WWYW,GTEX.WY7C,GTEX.WYBS,GTEX.WYJK,GTEX.WYVS,GTEX.WZTO,GTEX.X15G,GTEX.X261,GTEX.X3Y1,GTEX.X4EO,GTEX.X4EP,GTEX.X4LF,GTEX.X4XX,GTEX.X4XY,GTEX.X585,GTEX.X5EB,GTEX.XBEC,GTEX.XBED,GTEX.XBEW,GTEX.XGQ4,GTEX.XMD2,GTEX.XOT4,GTEX.XPVG,GTEX.XQ3S,GTEX.XQ8I,GTEX.XXEK,GTEX.XYKS,GTEX.Y111,GTEX.Y3I4,GTEX.Y3IK,GTEX.Y5LM,GTEX.Y5V5,GTEX.Y5V6,GTEX.Y8E4,GTEX.Y8LW,GTEX.Y9LG,GTEX.YB5E,GTEX.YEC3,GTEX.YEC4,GTEX.YECK,GTEX.YF7O,GTEX.YFC4,GTEX.ZAB4,GTEX.ZC5H,GTEX.ZDTS,GTEX.ZDTT,GTEX.ZDXO,GTEX.ZDYS,GTEX.ZE7O,GTEX.ZEX8,GTEX.ZF28,GTEX.ZF29,GTEX.ZF2S,GTEX.ZF3C,GTEX.ZG7Y,GTEX.ZLV1,GTEX.ZPCL,GTEX.ZPIC,GTEX.ZPU1,GTEX.ZQG8,GTEX.ZT9W,GTEX.ZTPG,GTEX.ZTTD,GTEX.ZUA1,GTEX.ZVT3,GTEX.ZVZQ,GTEX.ZXG5
ENSG00000186092,0,0.05678,0,0,0.08923,0.0395,0,0,0.04013,0,0,0,0,0,0,0.04962,0,0,0,0,0,0,0,0.04127,0.0453,0,0,0,0.04213,0,0,0.05855,0,0,0,0.03849,0.07076,0.05328,0.08441,0,0,0,0,0,0,0,0.09916,0,0,0,0.04812,0,0,0.04948,0,0.04873,0.05376,0,0.02759,0,0,0.06926,0,0.0341,0,0,0,0,0,0,0,0,0.0363,0.03617,0,0,0,0,0.03269,0,0.04254,0,0,0.04348,0,0,0,0.05713,0,0.2753,0,0,0,0,0,0,0,0.03439,0,0.05633,0,0,0.08782,0.04493,0,0.1222,0,0,0.05467,0.03388,0,0,0,0,0.07876,0,0.03856,0,0,0.1076,0,0.03473,0,0.03449,0,0.09151,0,0,0,0,0,0.04906,0,0.1346,0.03717,0,0.071,0,0,0,0.08067,0,0,0.04579,0,0,0.04755,0,0,0,0,0.0299,0,0.05866,0.05714,0.08124,0.04258,0,0,0,0,0,0,0.07892,0,0,0,0.03483,0.03726,0,0,0,0,0.05227,0,0.01772,0,0,0,0.02535,0.2557,0,0,0,0,0,0,0.05615,0.0347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03466,0,0,0,0,0,0,0.02807,0.02568,0,0,0,0,0.02338,0.02135,0,0.02604,0.03177,0.02316,0,0,0.08569,0,0.03092,0.0365,0,0.03776,0.142,0.02001,0,0.03058,0,0,0,0,0.04884,0.03054,0,0,0.05738,0,0,0,0.1019,0.04153,0.03627,0,0,0.1035,0,0.04587,0,0,0,0.0686,1.967,0,0.09164,0,0.1741,0,0.05665,0.02556,0.03932,1.061,0,0,0,0,0.1287,0,0,0,0.03612,0.09994,0,0,0,0.04283,0.09686,0.06347,0,0.07563,0.08831,0,0,0.137,0,0.1093,0,0,0,0,0.07748,0.08436,0,0,0.214,0,0.07246,0.1359,0.04918,0,0,0.1025,0.1032,0,0.04986,0.05842,0,0,0,0.03982,0,0.05505,0.0779,0.1562,0,0.08474,0,0.05309,0.0469,0,0.02346,0.07166,0.06893,0,0.05222,0.09685,0.04281,0,0,0,0,0,0.03146,0,0,0,0.02491,0.03054,0,0.0583,0,0.03004,0,0.03925,0.05123,0,0,0,0.2158,0,0.08649,0.04914,0.04588,0.0446,0,0,0,0,0.04906,0,0,0,0.1529,0.05454,0,0,0.04157,0.07787,0,0,0.05482,0,0.02535,0,0.0245,0,0,0.09305,0,0,0.06273,0.03713,0.03715,0.1306,0,0,0.06184,0.05074,0.05161,0.04168,0,0,0,0,0,0.07738,0.02864,0,0.2332,0,0.03527,0.04528
ENSG00000268903,181.1,262.1,311.8,59,179.3,105.2,105.9,48.02,100.6,61.7,306.2,548.5,40.2,95.2,261.1,43.65,135,153.8,28.42,177.2,359.2,61.26,106.6,25.24,54.09,201.3,271.8,103.7,171.6,28.21,26.88,370.4,66.89,99.93,39.99,25.98,94.76,266.7,21.3,335.4,91.39,223.7,270.1,61.09,311.7,54.86,44.19,68.79,307,36.52,103.5,106,355.8,215,229.5,242.9,173.9,164,162.9,92.5,57.9,48.55,21.96,30.89,27.21,850.6,137.9,200.3,168.7,81.86,32.06,34.55,27.85,114.4,181.6,206.8,73.78,269.5,35.3,347.9,46.08,157.2,49.82,74.22,49.65,234.9,149.4,356.1,336.1,142.4,163.9,39.63,169,58.57,78.12,13.16,96.58,170.9,262,227.4,166.3,192.3,57.39,43.54,90.71,16.25,97.08,189.7,63.08,334.6,322,92.49,82.23,143.7,226.4,165.9,158.4,127.9,431.5,142,306.3,71.2,297.2,255.7,223.1,133.8,50.18,137,104.2,17.7,63.64,143.6,8.142,215.2,112,40.93,88.66,61.54,153.5,298.1,63.21,114.8,255.9,58.4,43.75,55.98,248.2,251.4,154.1,140.3,31.79,95.11,437.6,510.2,436.9,248.9,120.9,303.2,10.14,97.03,40.57,318.1,69.72,93.17,119.5,34.81,69.43,394.3,30.86,238.8,57.66,44.11,155.9,27.77,36.25,15.25,213.5,419.1,267.9,20.25,88.93,57.55,92.26,69.26,182.4,56.53,92.73,96.88,17.47,117.1,348.8,56.79,150.6,294.1,76.16,88.19,123.5,52.53,82.83,300.7,257.2,84.79,14.45,189.6,4.395,25.08,28.62,15.32,414.7,277.1,134.3,160.2,82.25,92.12,15.85,116.6,32.43,97.07,217.9,50.08,54.14,53.6,137.9,43.59,56.62,202.3,73.16,10.51,141.9,158.3,370.3,61.42,42.51,159.5,200.5,100,127.9,254.2,74.93,25.67,135.4,100.1,58.21,25.24,406.6,158.8,150.9,85.64,2.702,31.11,185.1,223.2,56.37,60.22,43.47,47.79,199.8,325.7,351.8,112.2,125.5,129.3,334.2,102.3,368.2,345.6,80.65,98.14,438.2,214.2,267.7,82.64,54.49,168.8,106.6,158.5,133,87.29,203.3,53.54,47.12,190.8,298.1,434.5,54.07,386.2,146.9,81.78,231.7,57.76,176.9,127.4,51.94,194.4,273.2,264.5,21.48,138,211.3,125,242.4,129.3,127.8,193.2,76.29,298.5,43.62,201.7,77.36,358.9,233.1,32.07,152.4,257.8,84.8,300.2,56.96,98.26,172.6,398.8,345.2,95.6,38.18,133,252.8,139.1,161.9,365.7,162.3,150.1,80.44,55.79,93.77,377.7,164.5,81.34,222,122.2,204.7,151.7,105.8,246.9,171.4,169.3,353.7,213.4,390.7,216.6,116.7,212,111.6,138.5,101.7,113.9,53.39,197.5,29.85,205.5,53.89,137.4,338.2,46.6,507.6,199.6,139.7,481.3,154.6,84.13,144.1,239.9,431.2,146.7,41.51,108.1,218.3,27.33,264.8,84.45,144.1,404.8,287.4,226.4,64.04,273,258.4,397.6,523.9,59.33,505.1,302.5,59.78,201.2,311.1,103.6,48.64,163.1,238.4,127.2,111.8,161.1,190.8,155.4,245.5,83.34,293.3,590.1,167.6,234.1,383.5,485.7,129,203.2,85.71,43.76,48.44,31.63,50.82,207.4
ENSG00000269981,354.6,373.3,560.1,136.8,221.4,126.8,143.3,94.13,157,89.42,553.4,849.9,109.8,141.2,370.4,61.59,180.7,275.9,31.65,342.5,648.3,101,131,30.29,102.3,412.7,314.5,260.3,340.7,61.43,48.31,633.2,109.6,134.2,91.54,45.79,177.6,538.6,29.74,317.7,110.8,364.2,442.8,100.5,421.2,95.59,75.97,90.89,315.1,58.15,144.6,184.5,478.7,399.7,258.1,252.8,270.2,209.4,215.1,158.1,94.67,78.13,51.31,50.15,65.97,1403,178.8,394.1,311,148.3,57.43,86.11,68.16,175.7,285.3,230.2,196.7,412.3,41.21,533.6,98.59,271.8,59.64,117.2,136.1,284.7,336.3,574.9,484.3,195.8,272.5,74.05,254.5,124.1,159,16.93,162.6,273.5,283.9,357.4,211.4,310.2,103.9,94.7,218.1,33.85,122.7,236.8,142.1,445.9,283.5,141.7,158,158.4,208.7,211,207.9,199.7,789.4,137,336.6,81.39,367.5,317.8,321.6,68.48,79.35,170,145.5,34.64,90.18,255.9,21.8,295.4,165.7,62.1,156.4,137,154,269.5,138.6,169.4,261.2,84.07,55.37,130.5,322.6,539.2,287.9,202,59.94,140.8,598.3,692.3,462.1,438.1,244.6,453.7,19.13,159.3,60.61,424.7,118.2,124.1,233.7,70,130.7,313.1,53.96,325.9,157.9,85.79,314.9,58.88,57.17,28.63,368.7,764.4,330.7,29.41,79.54,123.2,126.2,122.9,188.1,98.52,168.2,192,32.41,249.5,471.8,96.97,321.2,546.8,116.1,135.2,125.7,47.36,156,385.5,376.3,108.3,26.54,403.9,9.229,45.96,52.17,27.97,686.2,359.7,185.7,295,171.7,155.1,29,148,51.21,142.8,219.5,82.94,96.82,100.2,153.6,48.86,64.13,415.7,123.2,19.88,179.6,230.5,500.7,104.5,59.41,229.3,241.1,109.4,103.4,290.2,111.1,39.79,191.7,124.8,95.92,42.4,288.5,143.4,124,113.1,8.13,50.73,305,269.8,194.4,95.72,68.12,91.55,278.3,668.4,538.3,168.3,300.5,215.7,462.9,182.8,629.6,549.4,182.4,215.8,970.1,598.4,830.7,113.7,150.7,195.8,111.2,237,176.5,175.7,312,79.93,109.1,449.4,401.1,383.6,121,450.1,279,188,344,156.9,380.3,337.7,69.66,229.8,407.5,756.8,37.68,165.4,234.9,257.2,500.5,237.4,330.4,319.3,215.9,434,77.39,235,169.5,695.9,432.1,58.21,166.3,273.6,112.1,336.6,97.13,145.8,212.3,571.9,604.3,153.5,63.06,208.4,325.9,201.8,215.3,556.8,272.1,337.4,173.3,111.1,194.9,703.5,233,87.97,355.1,172.8,327.3,183.6,93.18,223.1,237.2,299.7,672,473.8,506.9,347.2,173.5,362.7,206.5,198.5,128.3,104.4,106.9,239.9,46.21,324.6,106.7,224.4,553,102.6,721.2,237.8,257.2,559.5,303.1,123.1,201.6,68.27,571.5,296.5,62.99,162.3,254,60.75,412.2,105.3,183.2,526.1,435.8,316.8,75.51,292.1,242.7,692,459.5,59.29,406.5,296.7,42.92,199.9,611.1,158.6,73.47,171.7,309.1,152.8,150.6,139.9,182.9,172.6,383.6,103.3,304.1,552.7,203,276.4,743.8,561.6,122.7,279,150.8,73.42,57.16,43.34,48.22,249.7
ENSG00000239906,12.2,23.88,23.37,4.535,11.92,8.644,6.956,2.808,6.843,2.607,9.906,35.49,2.803,4.85,12.62,2.609,5.277,7.501,1.623,13.05,26,5.322,4.631,2.698,5.15,8.28,19.78,7.679,12.69,1.908,2.283,38.77,3.421,5.58,3.508,0.7658,5.832,16.05,1.439,20.9,2.703,7.903,15.61,1.85,17.4,5.246,4.509,2.919,8.348,3.7,6.701,4.215,25.88,24.75,8.499,11.91,7.029,9.642,7.841,7.216,2.76,5.61,1.479,2.132,0,61.67,8.234,12.32,12.13,6.74,0,2.128,4.333,6.167,11.07,9.507,5.049,13.67,0.8362,18.28,2.781,7.547,2.398,3.584,4.697,9.914,10.66,16.56,31.21,15.26,14.16,1.026,11.5,3.26,4.537,0.4103,5.61,6.744,9.03,28.18,9.692,7.745,3.619,7.663,5.58,0.1158,2.769,13.8,7.768,7.704,16.11,6.35,6.094,2.466,5.708,3.399,4.932,5.456,37.66,2.549,6.957,1.382,11.19,9.018,7.875,1.04,1.205,3.793,3.718,0,3.423,5.298,0.2778,4.463,3.909,0.9567,4.137,6.762,5.291,11.48,4.7,6.47,14.69,2.993,2.258,5.559,18.78,27.58,10.32,8.197,0,4.674,22.3,32.01,26.47,16.62,9.076,27.21,0,9.166,2.724,17.72,0.1091,2.131,5.398,0.8834,2.433,12.87,1.377,18.99,4.011,3.733,10.23,1.56,1.904,0,16.01,15.45,9.002,1.153,2.019,3.059,5.325,4.443,8.168,1.781,7.335,12.61,1.676,9.552,16.26,4.749,10.54,15.64,4.847,5.722,6.44,2.493,5.889,15.06,14.96,2.107,1.051,9.554,0.07444,1.114,1.898,0.1613,26.6,15.95,6.37,12.59,4.138,9.161,0.9684,4.458,2.524,6.541,5.585,3.714,2.633,3.065,4.883,1.905,4.781,16.37,3.255,0.9102,5.981,9.399,22.57,5.134,2.052,4.771,10.72,4.25,3.164,8.091,3.855,0.966,4.441,3.071,3.173,3.042,13.4,5.753,3.313,5.168,0,1.389,7.917,9.156,8.48,3.918,0,2.3,19.01,17.94,22.37,2.105,4.737,3.529,45.31,2.999,13.7,19.33,3.392,3.802,76.02,5.508,10.03,0.2098,4.256,5.84,4.428,37.7,11.4,14.74,24.33,2.924,1.023,16.67,13.9,45.97,2.034,21.47,14.37,4.118,12.86,4.199,6.559,22.4,3.854,11.09,49.66,15.26,4.267,25.09,20.37,6.617,19.68,11.18,17.22,7.835,10.07,12.78,3.303,5.994,4.815,38.24,29.4,2.917,9.885,8.497,7.828,14.82,7.981,10.92,22.2,38.54,17.71,2.241,2.026,11.72,34.72,15.28,27.82,18.15,16.61,12.43,4.791,2.77,7.949,46.62,13.86,8.069,7.066,12.93,14.01,16.66,7.718,11.7,12.17,21.87,10.12,9.316,13.32,9.839,9.745,10.4,6.71,9.661,5.523,6.336,4.53,7.953,0,5.72,4.154,8.367,33.93,2.769,23.95,5.045,9.658,20.34,7.252,4.05,7.694,0,21.37,5.845,3.161,6.585,7.25,1.681,13.73,4.817,14.63,20.23,21.02,21.73,3.072,18.92,15.43,35.81,23.22,1.948,6.305,8.189,1.044,3.163,35.81,3.702,3.955,9.308,13.1,8.547,7.813,5.073,8.169,9.884,21.53,5.624,17.6,14.22,9.814,12.83,28.45,21.21,5.184,11.11,4.64,2.236,2.209,0,2.707,12.22
ENSG00000248527,518.4,420.5,663.4,1720,483.7,482.2,337.5,451.9,165.8,544.5,418.9,211.2,1017,594.7,657.5,800.2,455.6,240.8,562.2,431.3,1029,414.8,775.3,171.7,1205,274.1,443.4,754.7,433.5,520,205.8,925.7,423.6,656.9,869.3,740.2,617.4,888.4,385.4,230.1,260,496,259.3,89.22,781.4,245.2,816.1,545,846.8,472.3,540.9,1828,874.4,242.9,123.5,416,428.9,26.6,985.9,467.8,150.3,645.2,1104,888,1071,453.7,305.6,270.4,542.6,208.6,805.3,582.4,456.6,410.1,275.6,543.1,677.5,383.4,1007,383.8,164,589.3,393.8,1101,1185,157,585.9,1720,450.5,1403,548.4,288.8,164.6,804.8,525,247.4,1455,255.6,404.4,699.8,557.8,361,992.9,741.3,202.9,348.9,879.8,838.3,152.1,782.9,244.5,781.7,280.7,364.4,548.9,470.7,26.3,532.3,1215,245.1,389.3,671.8,522.5,617.9,321.5,252.4,173.8,334.1,544.8,10.47,208.4,856.9,79.83,1073,827.9,1112,369.9,1399,611.6,276.8,807,380.2,391.7,613.9,850.3,1242,740,427.7,489.1,735.2,480.1,546.9,928.1,405.8,274.6,302.4,149.9,694.9,214.3,1091,1031,442,546.1,176.3,668.7,995.9,346.2,936.3,510.6,380.3,238.8,401.2,462.7,584.3,922.8,713.7,462.4,1009,404.2,1138,609.9,711.1,370.4,853.6,272.8,97.75,736.8,174.2,414,275.8,506.9,464.1,859.8,511.4,421.4,483.4,790.6,534.4,263.5,381.3,523.3,251.5,211.4,923.5,67.13,225.5,305,230.5,777.6,428.5,158.8,895.9,345.6,777.9,186.2,9.508,621.7,177.8,245,899.3,200.2,365.8,241.9,439.6,421.3,551.3,482.1,248.2,201.7,336,627.1,475.6,421.7,353.7,374.2,569.1,341.8,794.3,163.1,119.3,241,229.6,547,403.9,233.7,547.1,484.6,357.4,40.73,509.4,422.2,339.9,718.1,273.1,339.9,202.2,431,982.3,378.9,275.9,570.6,301.4,809.5,719,407.3,269.3,430.5,619.6,810.3,376.4,208.9,656.8,545.1,563.1,334.9,355,234.7,658.4,641.3,973.4,600.8,431.8,891.1,394.1,585.7,558.1,307.8,699.1,295.7,1228,906.8,587.1,118.2,427.8,268.1,553.1,355.5,242.2,825.2,247,348.2,335.7,1230,1254,379.1,545.5,843.9,779.8,795.6,580.5,742.9,34.84,998.9,229.3,636.5,382.8,791.2,786.6,297.4,391.1,362.2,1667,557.6,225.8,655.1,1066,690,636,605.4,387.2,436.1,554.5,1793,297.4,642.9,436.5,499.4,872.2,805.2,1361,1795,438.5,377.4,870.7,507.3,293,342.7,407.2,1252,356.2,442.3,618.9,736.7,501.5,1378,742,631.8,622.1,229.8,381.3,949.8,146.3,446.8,559.4,390.8,611.9,304.3,407.9,252.9,273.7,488.4,901.4,542.8,118.2,1844,143.2,148.9,276.5,659.7,582.6,593.6,329.3,283.1,227.5,823.9,208.4,347.8,308.3,433.6,310.6,810.5,436.3,648.6,555.2,147,875.2,364.9,689.3,2712,1182,808.6,323.7,261.1,380.5,678.8,643.4,487.6,341.3,472.7,784.6,377,468.2,367.1,433.9,736.9,610.7,887.8,797.4
ENSG00000228794,0.4966,0.7194,1.167,1.893,0.4616,1.576,2.329,0.4486,0.6949,0.7467,0.9037,0.4297,3.183,3.344,1.208,1.229,0.5082,0.7841,0.5643,0.7611,2.089,1.196,1.898,4.912,1.339,0.4526,2.237,1.533,0.3425,0.8682,1.245,1.286,0.9364,1.948,2.02,1.272,1.042,1.463,1.047,0.7178,0.3192,0.3495,0.9987,0.6216,0.5509,0.4064,1.644,0.6236,0.4038,0.6038,1.047,2.206,0.9969,0.3187,0.1499,0.8798,0.4087,0.6173,1.256,1.48,0.2339,4.728,1.467,1.188,2.469,7.942,0.6934,0.2706,1.248,0.7345,1.277,2.855,1.046,0.7141,1.541,0.8578,1.198,0.636,1.346,0.488,1.316,0.6825,0.6081,0.8952,1.812,0.6899,0.7445,0.8385,1.328,1.671,2.02,0.5267,0.4588,2.826,0.648,0.3571,3.563,0.7844,0.7008,2.189,2.406,0.3517,3.236,2.102,1.516,0.7701,0.717,0.6631,1.864,0.5689,0.798,2.773,0.3962,0.5758,1.123,0.3182,0.5823,1.178,1.746,0.2803,0.2323,0.6784,0.9334,0.5135,0.8966,0.4638,0.3408,0.4295,0.7893,0.8522,0.5539,1.264,0.191,0.2321,0.5024,1.061,0.4386,1.861,0.9781,0.4632,1.725,0.8842,0.8165,3.384,2.466,1.562,1.863,0.889,0.7167,0.8121,0.651,1.718,0.3647,1.288,0.4103,0.386,0.589,1.766,0.3043,3.391,1.253,0.8443,0.9726,0.7291,0.6251,1.397,0.9642,0.7575,1.361,0.4945,0.842,0.7139,1.091,1.242,1.546,1.077,1.392,0.8409,0.2464,1.352,1.233,0.7981,2.599,0.9801,1.019,0.3008,1.544,0.5573,0.773,0.7098,0.3881,0.7814,1.018,0.6642,0.6384,1.008,0.7178,1.301,0.4068,0.4415,0.8765,0.7761,0.2655,1.281,0.1383,0.1655,0.8633,0.4434,1.857,0.5827,1.461,2.601,0.3116,2.339,0.4197,0.612,1.515,0.8406,0.3533,1.508,2.342,1.261,0.4444,0.6345,0.4004,1.754,0.4319,0.7372,0.3454,0.6956,0.9526,1.056,0.5952,2.06,0.6575,0.805,0.5649,1.461,0.1734,0.1715,1.207,0.3063,1.158,0.8975,0.6675,1.144,0.5002,1.186,0.1856,0.8287,0.3963,0.2898,1.333,3.071,0.7655,0.297,0.4876,0.5964,0.5707,0.5392,1.16,0.4643,1.604,1.351,0.681,0.6775,0.4593,0.6447,1.512,0.2956,0.2951,0.3625,0.8237,1.219,1.376,0.4102,0.7266,2.9,1.174,0.9253,0.5152,1.701,0.8061,0.5712,1.138,0.4493,1.48,1.952,0.3236,1.548,0.9024,1.058,0.675,0.7774,1.457,3.29,0.7273,0.6926,0.9811,0.5206,1.401,0.5425,3.168,2.698,1.454,0.8339,1.415,0.3028,0.8051,1.444,1.876,0.5255,1.851,0.2439,2.804,0.3974,2.396,2.305,1.969,0.3606,0.2896,0.8265,1.228,0.4495,1.464,1.232,2.01,0.7208,0.7568,1.056,0.7164,2.013,1.34,0.9025,1.451,1.437,0.7257,1.589,0.626,1.837,1.985,0.9511,0.556,1.396,0.3261,0.4503,0.6628,0.6353,2.594,0.5696,3.04,1.216,0.5129,1.425,2.283,1.247,1.293,0.4916,1.767,0.7501,2.608,1.055,0.858,1.11,1.19,2.176,0.2512,0.5811,0.5329,0.836,0.3774,1.346,1.142,0.6463,0.8236,0.6006,0.671,0.8437,1.668,0.2188,0.471,0.7957,1.356,0.3782,1.17,0.3856,0.411,0.8202,0.5033,0.5789,1.425,0.5235,1.603,0.6648,0.5162,2.538,0.5763,2.521,1.965,0.7309,1.287,1.496,0.4897,0.6429,1.264,0.3037,0.384,0.3948,0.4973,0.6451,0.9865,0.4779,1.056,0.5399,1.584,1.439,1.732,1.095
