,GTEX.111YS,GTEX.1122O,GTEX.1128S,GTEX.117YW,GTEX.11DXX,GTEX.11DXZ,GTEX.11EI6,GTEX.11EMC,GTEX.11EQ9,GTEX.11GSP,GTEX.11I78,GTEX.11LCK,GTEX.11NUK,GTEX.11NV4,GTEX.11O72,GTEX.11OF3,GTEX.11P7K,GTEX.11P81,GTEX.11PRG,GTEX.11TT1,GTEX.11TUW,GTEX.11UD2,GTEX.11WQC,GTEX.11WQK,GTEX.11ZTS,GTEX.11ZTT,GTEX.11ZUS,GTEX.11ZVC,GTEX.1211K,GTEX.1212Z,GTEX.12584,GTEX.12696,GTEX.1269C,GTEX.12KS4,GTEX.12WSD,GTEX.12WSE,GTEX.12WSG,GTEX.12WSH,GTEX.12WSI,GTEX.12WSJ,GTEX.12WSK,GTEX.12WSL,GTEX.12WSN,GTEX.12ZZW,GTEX.13111,GTEX.13113,GTEX.1313W,GTEX.131XE,GTEX.131XF,GTEX.131XH,GTEX.131XW,GTEX.131YS,GTEX.132NY,GTEX.132QS,GTEX.1339X,GTEX.1399S,GTEX.1399U,GTEX.139T6,GTEX.139TT,GTEX.139UW,GTEX.13CF3,GTEX.13FTX,GTEX.13FTY,GTEX.13FTZ,GTEX.13G51,GTEX.13JUV,GTEX.13O61,GTEX.13OVG,GTEX.13OVH,GTEX.13OVJ,GTEX.13OVL,GTEX.13OW6,GTEX.13OW8,GTEX.13PL7,GTEX.13S7M,GTEX.13S86,GTEX.13U4I,GTEX.13VXT,GTEX.13VXU,GTEX.13W3W,GTEX.1477Z,GTEX.147F3,GTEX.147F4,GTEX.147GR,GTEX.147JS,GTEX.148VI,GTEX.148VJ,GTEX.1497J,GTEX.14A6H,GTEX.14ABY,GTEX.14AS3,GTEX.14BIL,GTEX.14BMU,GTEX.14BMV,GTEX.14C39,GTEX.14C5O,GTEX.14DAQ,GTEX.14DAR,GTEX.14E1K,GTEX.14E6C,GTEX.14E6D,GTEX.14E6E,GTEX.14E7W,GTEX.14JG1,GTEX.14JG6,GTEX.14JIY,GTEX.14LLW,GTEX.14LZ3,GTEX.14PHY,GTEX.14PJ4,GTEX.14PJ5,GTEX.14PJM,GTEX.14PJO,GTEX.14PK6,GTEX.14PQA,GTEX.14XAO,GTEX.15CHC,GTEX.15CHR,GTEX.15D1Q,GTEX.15EU6,GTEX.15G1A,GTEX.15RIE,GTEX.15RJ7,GTEX.15RJE,GTEX.15SB6,GTEX.16AAH,GTEX.16MT8,GTEX.16MTA,GTEX.16NGA,GTEX.16XZZ,GTEX.178AV,GTEX.17EVP,GTEX.17EVQ,GTEX.17GQL,GTEX.17HGU,GTEX.17HHE,GTEX.17HII,GTEX.17JCI,GTEX.17KNJ,GTEX.183FY,GTEX.18465,GTEX.18A66,GTEX.18A67,GTEX.18A6Q,GTEX.18A7A,GTEX.18D9A,GTEX.18D9U,GTEX.18QFQ,GTEX.1A32A,GTEX.1A3MV,GTEX.1A8FM,GTEX.1A8G6,GTEX.1AX8Z,GTEX.1AX9I,GTEX.1AX9J,GTEX.1AX9K,GTEX.1AYCT,GTEX.1AYD5,GTEX.1B8KZ,GTEX.1B8L1,GTEX.1B8SF,GTEX.1B932,GTEX.1B933,GTEX.1B97I,GTEX.1B996,GTEX.1BAJH,GTEX.1C4CL,GTEX.1C64O,GTEX.1C6VR,GTEX.1CB4I,GTEX.1CB4J,GTEX.1E1VI,GTEX.1E2YA,GTEX.1EKGG,GTEX.1EMGI,GTEX.1EWIQ,GTEX.1EX96,GTEX.1F48J,GTEX.1F5PK,GTEX.1F6I4,GTEX.1F75W,GTEX.1F7RK,GTEX.1F88F,GTEX.1GF9V,GTEX.1GF9X,GTEX.1GMR2,GTEX.1GMR3,GTEX.1GMR8,GTEX.1GMRU,GTEX.1GN1U,GTEX.1GN1W,GTEX.1GN2E,GTEX.1GN73,GTEX.1GPI7,GTEX.1GTWX,GTEX.1GZ2Q,GTEX.1GZ4H,GTEX.1GZHY,GTEX.1I4MK,GTEX.1I6K7,GTEX.1ICLY,GTEX.1JKYN,GTEX.1JMLX,GTEX.1JMOU,GTEX.1JMPZ,GTEX.1JMQI,GTEX.1JMQJ,GTEX.1JMQL,GTEX.1JN6P,GTEX.1JN76,GTEX.1K2DU,GTEX.1K9T9,GTEX.1KAFJ,GTEX.1KANB,GTEX.1KD4Q,GTEX.1KD5A,GTEX.1KWVE,GTEX.1KXAM,GTEX.1L5NE,GTEX.1LB8K,GTEX.1LC47,GTEX.1LG7Y,GTEX.1LGRB,GTEX.1LSVX,GTEX.1LVAN,GTEX.1LVAO,GTEX.1M4P7,GTEX.1MA7X,GTEX.1MCC2,GTEX.1MGNQ,GTEX.1MJIX,GTEX.1MJK2,GTEX.1N2DW,GTEX.1NSGN,GTEX.1OJC3,GTEX.1OJC4,GTEX.1P4AB,GTEX.1PIIG,GTEX.1PPH7,GTEX.1PWST,GTEX.1QAET,GTEX.1QCLY,GTEX.1QEPI,GTEX.1QMI2,GTEX.1QP29,GTEX.1R9PM,GTEX.1RAZQ,GTEX.1RAZR,GTEX.1RLM8,GTEX.1RQED,GTEX.1S5VW,GTEX.1S82P,GTEX.N7MS,GTEX.N7MT,GTEX.NFK9,GTEX.NPJ8,GTEX.O5YT,GTEX.O5YW,GTEX.OHPL,GTEX.OHPM,GTEX.OIZF,GTEX.OIZH,GTEX.OIZI,GTEX.OOBJ,GTEX.OOBK,GTEX.OXRL,GTEX.OXRO,GTEX.OXRP,GTEX.P44H,GTEX.P4PP,GTEX.P4PQ,GTEX.P4QS,GTEX.P78B,GTEX.PLZ4,GTEX.PLZ5,GTEX.PLZ6,GTEX.POMQ,GTEX.POYW,GTEX.PSDG,GTEX.PVOW,GTEX.PW2O,GTEX.PX3G,GTEX.Q2AG,GTEX.Q2AH,GTEX.Q734,GTEX.QCQG,GTEX.QDT8,GTEX.QDVJ,GTEX.QDVN,GTEX.QEG4,GTEX.QEG5,GTEX.QESD,GTEX.QMR6,GTEX.QMRM,GTEX.QVUS,GTEX.QXCU,GTEX.R3RS,GTEX.R55C,GTEX.R55D,GTEX.R55G,GTEX.REY6,GTEX.RM2N,GTEX.RN64,GTEX.RNOR,GTEX.RTLS,GTEX.RU1J,GTEX.RU72,GTEX.RUSQ,GTEX.RVPV,GTEX.RWS6,GTEX.RWSA,GTEX.S32W,GTEX.S33H,GTEX.S341,GTEX.S7SE,GTEX.SE5C,GTEX.SIU8,GTEX.SJXC,GTEX.SN8G,GTEX.SNOS,GTEX.SUCS,GTEX.T5JC,GTEX.T6MN,GTEX.T6MO,GTEX.T8EM,GTEX.TML8,GTEX.TMMY,GTEX.TSE9,GTEX.U3ZH,GTEX.U3ZN,GTEX.U8T8,GTEX.U8XE,GTEX.UJHI,GTEX.UJMC,GTEX.UPJH,GTEX.UPK5,GTEX.V1D1,GTEX.VJWN,GTEX.VJYA,GTEX.VUSG,GTEX.W5X1,GTEX.WFG7,GTEX.WFG8,GTEX.WFJO,GTEX.WFON,GTEX.WH7G,GTEX.WHPG,GTEX.WHSB,GTEX.WK11,GTEX.WOFM,GTEX.WRHU,GTEX.WWYW,GTEX.WY7C,GTEX.WYBS,GTEX.WYJK,GTEX.WYVS,GTEX.WZTO,GTEX.X15G,GTEX.X261,GTEX.X3Y1,GTEX.X4EO,GTEX.X4EP,GTEX.X4LF,GTEX.X4XX,GTEX.X4XY,GTEX.X585,GTEX.X5EB,GTEX.XBEC,GTEX.XBED,GTEX.XBEW,GTEX.XGQ4,GTEX.XMD2,GTEX.XOT4,GTEX.XPVG,GTEX.XQ3S,GTEX.XQ8I,GTEX.XXEK,GTEX.XYKS,GTEX.Y111,GTEX.Y3I4,GTEX.Y3IK,GTEX.Y5LM,GTEX.Y5V5,GTEX.Y5V6,GTEX.Y8E4,GTEX.Y8LW,GTEX.Y9LG,GTEX.YB5E,GTEX.YEC3,GTEX.YEC4,GTEX.YECK,GTEX.YF7O,GTEX.YFC4,GTEX.ZAB4,GTEX.ZC5H,GTEX.ZDTS,GTEX.ZDTT,GTEX.ZDXO,GTEX.ZDYS,GTEX.ZE7O,GTEX.ZEX8,GTEX.ZF28,GTEX.ZF29,GTEX.ZF2S,GTEX.ZF3C,GTEX.ZG7Y,GTEX.ZLV1,GTEX.ZPCL,GTEX.ZPIC,GTEX.ZPU1,GTEX.ZQG8,GTEX.ZT9W,GTEX.ZTPG,GTEX.ZTTD,GTEX.ZUA1,GTEX.ZVT3,GTEX.ZVZQ,GTEX.ZXG5
ENSG00000186092,0.05075,0,0,0,0.05705,0,0.06844,0,0,0,0,0.09605,0,0,0.06541,0,0,0.05004,0.1666,0,0.06705,0,0,0.04258,0.05306,0,0.06943,0.08516,0,0,0,0.103,0.2029,0.05905,0,0.126,0,0.0777,0.3975,0.05467,0.05613,0,0,0.05286,0.1086,0.02306,0.0614,0,0,0.06803,0.1149,0.067,0,0.03369,0.09109,0.1501,0,0.03228,0,0.09229,0.1072,0.1443,0,0.1158,0,0,0.04329,0,0.04856,0.1115,0.1386,0.06024,0,0,0,0,0.3472,0,0,0.06738,0.06688,0,0.1164,0.05147,0.1286,0,0.2765,0,0,0,0.09661,0.221,0,0.05353,0.0538,0,0,0.04424,0,0.1248,0,0.06073,0.07228,0.153,0,0,0,0.04679,0.08564,0,0.07497,0,0.06269,0,0,0.04444,0,0,0,0.05059,0.04938,0.1764,0.1037,0,0,0.03643,0,0,0.1216,0,0.06233,0,0,0.0603,0.1293,0,0,0,0,0.04953,0.04564,0.2932,0,0.05079,0,0.02691,0,0.03652,0.05893,0.05881,0,0,0.0315,0,0,0,0,0,0,0,0.1188,0.07189,0.148,0.08004,0,0.03095,0,0,0,0.07337,0.06386,0.5389,0.1063,0.05918,0,0,0,0,0.1727,0.1267,0.05623,0,0.0879,0,0,0,0,0.04759,0,0.04719,0.04223,0.6827,0,0,0.1108,0.036,0.5137,0.04734,0,0,0.468,0,0.1048,0,0,0.07827,0.09503,0.05274,0,0,0,0,0,0,0.05809,0,0,0.03148,0,0,0,0.0466,0.1914,0.06094,0.05349,0.03747,0.05812,0.1978,0,0,0,0.08158,0,0,0.09142,0.03588,0,0,0,0,0.07558,0.04749,0,0,0,0,0,0.1325,0,0.07216,0,0.03076,0,0,0.04289,0,0,0,0.06906,0,0.1042,0.132,0.1139,0,0.07871,0.04592,0.4552,0,0,0.1244,0.4444,0.1679,0.07461,0.07191,0.3375,0.03146,0.09168,0,0.1238,0.08586,0.09641,0.1217,0.2805,0.1977,0.09522,0.2243,0.1767,0.1689,0.0435,0.06342,0.0565,0.2378,0.1001,0.04658,0.1106,0.06301,0,0.5992,0,0.05591,0,0,0.08239,0.05286,0.1769,0.2488,0.2602,0.1989,0.2789,0.2843,0,0,0.1211,0.1572,0,0.3225,0,0,0.07507,0,0.1192,0,0.061,0.05157,0.02167,0.07762,0,0.4842,0.2248,0.04085,0,0.06759,0,0.1383,0.09699,0.04772,0.03234,0,0.09913,0.2353,0.1222,0.3668,0.1851,0.05365,0.3003,0.1263,0.04305,0.03724,0.1127,0,0,0.0941,0.06407,0,0.03305,0.1346,0.08223,0.03406,0,0.04059,0.04352,0,0.1097,0.06147,0.07774,0.06382,0.06031,0,0,0.05758,0,0.1495,0.132,0,0.06139,0,0,0.09066,0,0,0.04968,0.06962,0,0.04501,0.136,0.09125,0,0,0.03005,0.1294,0.04051,0.1122,0,0.1607,0.1095,0.05896,0.04468,0.07739,0.08443,0.05552,0,0.03941,0,0.05118,0.05512,0.04266,0.05119,0.1089,0.1213,0.03825,0.083,0,0,0.0546,0.0636,0,0,0.05983
ENSG00000268903,21.72,30.98,60.76,21.38,9.504,15.65,11.32,13.97,17.49,7.601,36.37,14.72,16.77,42.57,48.36,10.34,16.87,19.04,3.983,29.62,56.58,35.91,17.7,12.84,6.193,24.27,12.49,12.48,25.64,18.28,22.85,8.955,11.78,23.12,22.22,12.34,26.62,16.63,14.28,25.53,7.508,9.53,20.72,13.95,16.3,13.4,26.8,11.33,13.77,8.024,16.13,12.3,43.67,26.3,84.62,10.4,14.9,26.53,26.41,40.96,49.22,11.11,6.608,13.59,12,41.35,8.896,27.4,55.26,41.62,36.49,13.84,33.54,5.891,30.44,18.85,27.72,16.28,25.33,12.37,19.19,17.08,12.39,22.78,17.28,27.73,53.11,18.62,51.26,16.76,27.13,27.4,9.627,31.18,17.86,10.98,18.13,20.01,11.95,20.41,60.81,21.23,16.43,29.7,9.921,37.92,80.88,36.58,8.695,14.69,6.928,21.48,39.18,12.76,123.4,25.45,17.39,14.76,28.41,33.46,29.36,6.704,14.3,57.34,41.09,17.54,19.86,5.894,8.131,9.736,16.83,38.41,12.68,16.06,20.75,13.14,47.53,55,17.14,15.96,20.2,9.016,19.54,19.14,14.82,15.77,19.58,13.81,25.29,12.01,12.42,52.57,29.19,23.77,25.85,4.413,36.3,28.89,4.9,28.58,13.36,14.16,29.18,18.83,44.67,8.542,36.79,21.19,31.16,18.2,25.62,16.64,77.51,33.46,17.58,16.5,17.85,29.53,14.49,6.778,37.53,7.363,8.818,33.32,10.92,7.576,23.25,49.59,19.28,18.36,14.12,37.28,61.28,23.72,36.99,8.273,10.62,26.25,23.89,29.93,5.619,12.18,5.991,29.61,4.674,76.61,24.78,11.67,41.01,26.64,15.03,10.88,15.25,25.07,70.91,35.52,9.659,8.919,23.8,19.77,71.01,15.01,20.48,10.15,16.84,11.57,34.63,8.658,9.997,13.16,36.97,25.44,12.18,15.16,17.95,46.46,15.68,47.38,42.04,42.24,101.5,7.276,27.56,25.39,13.24,8.758,17.55,14.34,28.66,15.18,26.79,10.4,19.67,8.389,4.642,31.91,66.28,9.385,13.98,7.516,24.64,20.82,22.16,30.27,15.79,8.04,20.06,14.3,123.6,14.27,27.38,18.01,27.31,14.6,6.924,12.7,44.59,26.44,12.95,20.25,10.61,16.48,24.67,19.83,7.699,8.183,40.29,11.35,36.33,16.81,30.3,13.73,49.61,20.5,20.44,27.27,10.23,25.98,8.848,11.76,60.68,11.2,12.02,14.91,10.11,16.24,23.26,28.66,48.32,25.1,48.84,40.21,16.34,11.71,11.24,23,30.85,39.85,35.41,19.23,14.82,39.25,22.62,75.18,26,11.7,17.88,35.42,52.8,20.37,24.28,14.79,16.54,42.59,14.56,11.43,30.59,35.68,16.35,26.26,5.869,18.06,18.8,14.61,10.48,12.44,55.9,8.421,38.42,8.584,11.92,49.28,11.02,31.16,14.19,22.99,14.35,24.64,20.18,2.961,37.09,36.85,16.32,27.65,27.89,21.42,29.77,28.41,20.07,21.49,15.21,31.34,29.29,18.17,15.97,20.51,39.48,22.16,15.32,75.42,16.55,12.19,13.49,13.63,23.24,34.84,11.07,17.52,7.307,24.91,15.81,18.18,98.98,9.249,35.74,19.14,12.55,16.37,14.47,42.39,9.808,12.6,21.61,36.1,35.92,26.3,31.5,13.38,21.92,39.25,15.44,9.038,23.86,25.82,14.85,16.62,11.8,4.874
ENSG00000269981,44.62,73.34,132.1,17.31,24.71,36.74,17.48,24.96,31.75,17.45,78.65,43.16,41.73,53.34,47.78,13.98,25.27,29.44,4.846,66.29,96.22,58.82,23.4,18.44,14.41,60.67,28.28,31.24,52.56,22.09,44.13,22.31,24.93,31.3,25.91,9.166,45.75,26.87,14.7,56.91,14.15,22.74,40.24,20.33,42.29,23.78,35.13,16.35,24.52,15.39,30.63,17.98,56.6,77.87,106.4,24.9,30.81,63.96,29.03,65.93,121.5,22.39,13.05,16.1,18.65,72.58,19.59,39.3,100.6,62.17,45.92,24.92,77.13,15.03,45.84,38.84,47.25,36.16,39.23,27.22,29.18,40.03,17.88,41.59,30.15,54.23,88.25,35.15,80.99,21.07,43.25,32.14,23.64,44.81,17.91,13.25,31.23,47.9,20.72,27.84,71.35,50.06,32.71,45,25.63,41.84,62.19,30.85,18.69,37.22,20.24,32.51,63.23,33.39,133.2,72.68,36.05,25.51,30.6,71.46,69.27,10.55,26.47,100.8,60.21,24.85,42.45,9.286,17.95,24.1,33.45,89.68,18.64,25.34,28.84,38.8,86.17,86.89,29.21,35.7,46.33,22.75,39.39,37.92,47.13,29.23,29.02,28.33,48.19,27.37,21.6,82.94,27.9,46.82,56.18,9.6,43.96,40.97,12.49,52.56,17.08,32.76,52.29,42.17,82.17,23.01,67.46,42.76,61.7,36.05,55.73,36.41,125.5,39.41,22.14,30.99,27.13,59.24,24.57,11.74,67.61,14.52,12.22,54.01,25.3,17.6,47.32,75.06,32.16,31.73,36.72,47.44,145.3,50.2,55.17,14.43,26.12,27.54,45.62,44.3,10.97,39.13,15.93,60.01,7.456,89.56,26.11,11.42,65.15,53.32,25.18,19.49,25.78,34.63,71.16,41.14,18.54,19.23,36.11,38.08,116.8,17.47,23.82,11.03,28.87,25.32,35.32,7.246,15.39,31.69,53.47,28.61,23.55,22.59,32.06,28.76,19.89,65.52,55.89,58.54,108.7,11.67,37.42,38.67,23.03,18.63,34.32,23.7,35.71,22.86,38.33,28.24,42.81,38.28,20.66,96.64,97.62,30.78,24.11,11.88,44.28,71.15,48.85,37.86,53.18,24.34,32.37,43.94,253,49.47,81.4,41.78,48.23,27.43,25.23,6.202,80.01,42,38.03,23.04,39.11,52.34,44.82,67.58,27.85,28.28,67.41,43.83,81.13,33.42,36.89,52.07,107.6,31.32,28.24,77.6,22.19,38.09,30.91,37.95,110.9,34.08,20.24,46.31,21.16,55.49,39.54,67.5,65.81,38.05,95.97,65.32,27.53,14.87,17.88,25.02,44.47,59.45,43.43,29.99,28.61,58.5,36.48,115.4,52.25,16.31,32.03,45.12,64.47,37.5,61.3,39.33,33.11,61.38,21.63,15.89,37.11,57.1,18.26,34.8,17.38,25.69,28.72,26.53,20.66,25.21,88.08,17.33,70.07,18.61,25.33,67.73,16.46,45.18,30.34,41.11,25.52,39.75,28.96,6.822,57.53,68.8,29.56,38.54,37.19,22.9,51.66,37.55,35.79,35.74,27.83,41.41,51.41,43.69,27.19,43.4,37.68,26.08,19.44,103.1,29.23,21.6,20.95,22.12,31,43.8,20.69,23.18,11.46,24.4,17.02,29.2,179.6,20.43,63.51,20.77,31.34,28.02,29.88,33.74,20.95,19.49,38.5,69.82,48.64,61.08,52.79,25.58,43.78,73.56,18.38,21.82,59.03,34.59,18.91,28.57,22.57,7.929
ENSG00000239906,1.154,1.81,6.182,0,1.297,0.1531,1.362,0,0.5757,0,5.33,0.819,2.104,2.345,3.16,0,0,1.564,0,2.215,6.479,3.373,1.6,0,0.1508,2.342,0,1.452,1.731,0,2.921,0,0.4326,1.678,2.258,0,0.5556,0.2208,0.8786,3.263,0,0.5368,1.199,0,1.389,0.1311,1.222,1.131,0.1497,0.1934,0.9793,1.714,0,3.352,6.084,1.137,2.7,2.661,2.968,4.197,3.858,0,0.2942,0,0.7904,3.545,0.7382,0,4.002,5.704,0.197,2.055,0,0.4131,2.488,1.13,2.521,1.791,2.653,0.1915,0,0.1391,0.9927,2.34,0,3.35,3.732,2.838,2.509,0.57,3.158,1.884,1.107,1.673,0,1.013,2.84,1.006,0.931,0,3.791,1.381,1.233,3.479,0,0,3.505,1.33,0.6085,1.934,1.065,2.222,3.207,0.9176,5.027,1.516,1.626,0.6096,2.102,0,4.21,0,1.178,6.578,3.012,0.8283,0,0.2783,0,0,1.772,0.2487,0.8279,1.2,1.47,1.235,2.888,3.693,1.214,1.971,0,0.8334,0.7663,1.155,0,0.9942,2.101,1.868,2.512,0,2.094,4.947,0.7163,1.871,2.853,0,0,3.236,0,2.177,0,2.656,1.262,1.934,0,0.7916,3.163,1.617,0,1.251,1.27,0.7659,3.929,3.196,0.9198,1.378,0.9628,3.907,1.473,0.7202,3.356,0,0,1.882,0,0.7784,2.434,2.57,1.414,1.341,0,0,3.021,2.153,2.835,0,0,0.9418,2.77,1.911,0,1.068,0,2.328,0.3973,5.116,1.08,0.1499,1.364,2.138,0,0,1.333,3.303,2.476,2.085,0.4008,0.5369,1.362,1.046,7.281,0.5297,0.6799,0,0,0.5325,0,0.7495,0.7028,0.9637,3.808,0.4637,0,2.011,2.468,0,0,4.458,0,1.775,6.659,0,1.795,2.518,0.324,0.1545,0.2929,0,0,0.8203,1.701,1.136,1.069,1.307,0.6095,5.383,9.408,0,0.7851,0,1.036,2.157,3.345,0,1.23,0,2.911,0.4731,8.771,0.8252,1.473,0.3578,0.6361,1.226,0.9591,0,4.169,7.95,1.056,2.074,0.548,0.346,4.163,2.248,0.2706,0,4.27,0,0,1.081,7.788,1.52,7.869,1.721,1.414,0.1791,0.6294,3.832,0,0,0,0.8849,1.639,0.1502,0,2.593,0,0,0,2.909,4.467,4.57,0.8031,0.1117,1.877,1.527,1.52,0,1.28,2.322,1.271,1.39,1.04,16.12,5.481,0,1.967,4.816,10.04,4.238,2.246,1.345,0.9989,3.537,0,2.848,1.654,1.449,0.6574,0,0.6946,2.432,4.472,0.9149,1.097,1.166,8.197,0.5292,1.602,0.2922,1.007,2.496,1.275,1.743,0.6576,1.817,0.5843,1.065,1.392,0.1154,3.216,2.095,0,1.572,0,0,2.228,1.727,1.884,0,1.385,0.425,3.189,0,0.1745,2.254,0.6761,0.6442,0.231,9.085,0.9883,0.6925,1.434,0.1279,1.643,3.501,1.086,1.359,0.3416,0.2452,0.4606,1.276,9.537,0,4.822,0,1.143,1.32,1.68,1.262,0.5117,1.904,0.5052,6.401,3.447,0,3.492,0.5159,3.562,3.044,0.1179,0.5815,1.522,1.397,0.5422,1.507,0.4993,0
ENSG00000248527,2074,2712,2226,1744,2685,3812,2915,2125,1913,2542,3218,2229,3397,1803,1100,1889,2573,2417,1938,1686,2010,1757,1611,1345,2335,2492,2407,1372,2182,3026,1496,2817,1785,1459,1789,932.8,2078,1529,3069,2662,3133,2260,1543,2484,3188,3457,3604,5906,7466,3040,2697,1744,1257,1743,2819,2078,3614,34.82,1342,2784,2632,2332,1963,1016,1537,1758,1812,2866,2585,1619,1917,1308,2376,2353,1626,1895,2699,1655,2019,2651,1554,3220,2149,2230,2339,2306,2692,2373,1225,2374,2475,2735,1655,1782,1316,2711,1600,2483,2053,975.3,1955,2218,2344,2814,2098,1788,1411,1175,2731,2007,2386,1695,1831,1866,1326,2544,18.15,2396,1980,2089,1962,2194,2743,2323,2664,2495,2470,1440,2819,99.38,2456,1990,3174,2171,2228,1655,1404,2288,3509,2360,2100,1217,1930,1612,2714,1896,1315,3519,1436,1923,1044,1268,2266,1197,1779,1799,3160,2083,2068,1286,1736,1702,3005,1934,1632,1621,2892,4505,1196,1955,2669,2214,3096,2371,2630,1127,2284,1485,2805,7346,2008,1225,2073,1292,2245,2506,1955,602.1,1209,2718,2344,2550,1990,2549,1770,549.4,6670,1605,1941,1628,6399,2046,1862,1968,1799,1997,2507,1195,2927,2365,1916,1713,2921,2951,2707,14.37,1800,2310,2970,1235,1242,1251,1514,1489,4157,2341,2075,1142,2882,2589,2094,2439,2662,1974,1815,3829,1500,1830,980.5,1722,1774,3124,1362,1201,1595,1444,1347,1651,1134,1978,1396,2025,2313,1300,2969,713.8,2495,2115,2018,2049,3329,2247,2149,2996,2480,2639,1280,1121,3230,2637,3099,6085,4047,2185,2966,2571,2104,1162,4216,1743,3182,3764,1658,2534,3253,3215,1861,2588,2780,2409,1436,2059,1500,1494,1757,2114,2394,1869,4100,1827,3090,2082,4191,2174,3135,2247,3251,1834,1531,2169,1659,59.26,1644,2769,1057,2304,2480,3229,724.1,1493,2307,2254,1612,1530,1935,3500,1825,3635,2495,2137,2300,1576,6075,1793,2079,2377,3991,2184,4503,1581,4376,1784,2333,3003,2140,2458,2230,2651,2850,2823,2258,2028,2300,1613,2201,1986,2079,2209,1759,2018,2803,1219,2362,1634,1987,1270,2824,2799,1755,2737,1981,3244,2487,2102,3170,2349,2368,3662,1812,2323,4388,2586,1246,2026,3287,2440,2343,2176,2869,3080,2003,2260,813,2808,1938,1774,2151,2514,3407,662.7,2172,1563,1874,2462,1562,1971,1683,2347,2510,2717,2954,2306,1598,2713,2145,1828,2746,1446
ENSG00000228794,6.088,5.521,5.152,7.67,6.868,4.47,6.309,4.54,6.357,11,4.996,3.829,4.211,6.734,9.497,11.26,4.822,4.349,6.074,3.673,11.25,7.317,9.777,3.349,5.434,4.119,5.418,4.874,5.295,7.858,4.63,6.313,5.486,11.71,7.458,8.204,6.386,5.85,4.808,4.809,7.409,6.062,7.314,5.699,4.018,5.647,5.291,7.801,6.707,5.998,6.803,7.117,5.917,5.08,4.487,5.631,4.711,4.223,10.39,9.043,4.399,6.948,4.984,10.19,9.118,8.249,5.444,5.833,6.466,6.775,9.059,5.807,3.534,7.704,5.454,7.062,4.611,6.194,7.448,4.667,7.344,3.897,7.007,4.418,8.972,7.511,5.685,4.756,6.048,5.966,4.488,8.617,5.14,6.133,7.465,6.877,6.349,5.694,6.616,10.47,8.372,3.216,6.327,6.559,4.782,8.379,9.984,6.546,3.441,5.653,5.807,4.974,8.572,7.664,5.184,4.594,3.76,5.906,5.481,4.989,4.098,5.538,8.778,6.033,3.91,3.951,6.807,2.695,6.111,3.361,3.462,9.407,4.712,5.329,7.455,6.745,14.08,8.85,4.806,3.237,5.624,4.441,5.677,9.063,5.975,4.827,6.792,3.976,5.258,5.508,3.564,4.827,3.047,8.706,6.002,6.571,5.364,5.298,5.505,8.528,11.18,6.414,6.117,5.27,5.124,4.853,5.788,4.566,8.411,6.12,5.185,5.759,3.699,9.655,9.118,13.77,7.253,5.805,5.66,5.882,7.142,9.024,7.903,13.94,6.485,6.402,6.833,7.728,7.34,5.566,5.137,7.947,7.307,3.747,9.59,6.287,5.163,9.642,4.586,4.156,9.342,8.806,4.583,8.297,5.963,6.744,5.479,8.074,6.833,4.4,5.071,6.03,4.756,6.691,8.25,5.039,7.544,3.833,5.75,13.55,5.725,8.049,6.154,9.954,4.298,5.935,6.401,11.67,4.066,6.718,5.606,6.383,7.634,6.136,6.154,5.99,6.648,6.376,6.979,4.154,5.482,6.489,9.158,7.619,7.018,4.368,6.465,5.046,3.817,6.827,10.06,5.466,8.509,5.148,5.38,6.342,4.578,5.626,5.272,8.633,4.538,5.352,3.756,6.01,5.548,4.669,8.67,10.92,3.68,7.087,5.173,4.019,4.061,6.537,5.358,3.448,5.421,7.151,3.335,10.18,4.428,3.685,9.921,7.891,3.645,5.555,6.112,5.209,5.011,6.831,3.12,12.42,7.235,7.875,6.358,6.028,8.067,4.26,5.752,3.737,5.244,6.754,5.481,8.602,4.847,6.375,5.441,5.996,10.18,6.167,8.391,5.911,7.08,5.255,5.605,5.187,4.974,5.371,6.872,6.112,4.79,7.762,9.134,6.725,5.166,5.077,7.448,6.05,5.66,5.541,5.803,7.073,7.571,8.093,7.466,7.024,4.108,6.428,6.064,7.455,3.935,5.118,4.486,4.798,5.164,3.414,7.977,4.199,7.065,4.248,5.92,3.415,6.515,7.596,5.602,6.252,8.218,4.96,7.889,4.654,7.347,6.615,5.851,7.697,6.37,6.085,6.082,7.616,3.416,6.731,6.146,3.774,6.474,5.422,6.204,3.266,4.879,5.6,7.277,3.426,4.05,4.786,6.343,5.038,4.683,4.172,4.391,4.496,5.499,3.662,5.454,4.906,7.944,4.231,4.074,8.467,5.407,6.039,3.668,6.806,3.977,8.023,6.2,5.556,6.013,4.896,7.881,5.39,3.518,5.775,3.466,6.654,4.803,5.413,6.353,6.596,6.121,7.113
